id,genre,track_name,artist_name,valence,energy,mood_vec,distances
13yEuYLJYxPCLJR0KNOqpk,acoustic,High,James Blunt,0.446,0.602,"[0.446, 0.602]",0.14340502083260545
5sra5UY6sD658OabHL3QtI,acoustic,Empire State of Mind (Part II) Broken Down,Alicia Keys,0.142,0.368,"[0.142, 0.368]",0.40900000000000003
3GEKqgBUD2WQIsuVBv9rU0,acoustic,American Boy - Radio 1 Live Lounge,Sam Sparro,0.637,0.564,"[0.637, 0.564]",0.1288099375048369
7vcuTZAFyu0Z5dgMRLR0h0,acoustic,Such Great Heights,Iron & Wine,0.552,0.275,"[0.552, 0.275]",0.2138457387931777
0EUSbTvyZfo9QOcxunL9Ro,acoustic,"In Your Atmosphere - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0.297,0.442,"[0.297, 0.442]",0.2404412610181539
1ZXSLHLp5AJnCp12UXdYiO,acoustic,Sex On Fire,Alex Cornell,0.0568,0.408,"[0.0568, 0.408]",0.4828731096261212
5ECRlF2VFIdZYoY783Wxgp,acoustic,Sweet Dreams (Are Made of This) - Acoustic,ortoPilot,0.415,0.331,"[0.415, 0.331]",0.1964001018329675
567EmmCbOtpEuaVC2zznU6,acoustic,Dirty Old Town,Craig Cardiff,0.328,0.418,"[0.328, 0.418]",0.21662179022434472
5OiaAaIMYlCZONyDBxqk4G,acoustic,First Day Of My Life,Bright Eyes,0.385,0.201,"[0.385, 0.201]",0.3229133010577297
6J7cSyvSCnPwv3vqHchEfL,acoustic,If It Means a Lot to You,A Day To Remember,0.44,0.536,"[0.44, 0.536]",0.10465658125507449
6vFUFJzXkbbW2YHWt3tIom,acoustic,Cowboys and Angels - Edit,Various Artists,0.403,0.639,"[0.403, 0.639]",0.19925109786397666
3h7fGy7n9xhS1PupWW9vJ9,acoustic,We Are Young,Kurt Hugo Schneider,0.486,0.814,"[0.486, 0.814]",0.32937061192522926
5mb6SzBnxv1ywFSH9V3uxd,acoustic,Delicate,Damien Rice,0.147,0.144,"[0.147, 0.144]",0.5170415844011002
7EOzfH8P0K4pKZpXE8JMmT,acoustic,Beautiful,Carly Rae Jepsen,0.423,0.496,"[0.423, 0.496]",0.11029052543169794
25J4d78ESH2MgAJoIakB8O,acoustic,Lost In The Light,Bahamas,0.246,0.267,"[0.246, 0.267]",0.36222920920323365
2M9ro2krNb7nr7HSprkEgo,acoustic,Fast Car,Tracy Chapman,0.194,0.292,"[0.194, 0.292]",0.3915826860319542
3KZG39hHZiQrxFGLUaeWPb,acoustic,Distant Sun,Various Artists,0.331,0.611,"[0.331, 0.611]",0.23650158561836326
10XX3YDY7X0jQfwjpveRvh,acoustic,Make You Feel My Love,ortoPilot,0.292,0.212,"[0.292, 0.212]",0.3664109714514564
3gSvJ7SBbRVyJWuw7gWWc8,acoustic,Two Is Better Than One,Tyler Ward,0.249,0.369,"[0.249, 0.369]",0.30792369184588575
6ERQqdIkr7Rp4tt52Eep6r,acoustic,The Look Of Love,Diana Krall,0.366,0.266,"[0.366, 0.266]",0.27780028797681255
6wDKGtbPpF9xPMRv7bswQN,acoustic,Dead Sea,The Lumineers,0.472,0.319,"[0.472, 0.319]",0.17967192323788378
5SdG78xwNRsjXmFGhm9Z8D,acoustic,Om du letar efter nån,Melissa Horn,0.658,0.284,"[0.658, 0.284]",0.23925091431382245
7lWF2mVr1KKbVnaT2nSlPo,acoustic,Fall For You,Secondhand Serenade,0.382,0.442,"[0.382, 0.442]",0.157851195750935
48gsLPdOUEDjr7P8Wvykne,acoustic,Budapest,George Ezra,0.424,0.247,"[0.424, 0.247]",0.2645033081078571
19HGCfn5RKs66kXs2bMsdt,acoustic,Down To Earth,Justin Bieber,0.155,0.718,"[0.155, 0.718]",0.4424748580428045
2voFmcVmg8HJIjKtVrdXjj,acoustic,Say Something (feat. Carly Rose Sonenclar),Boyce Avenue,0.0948,0.127,"[0.0948, 0.127]",0.5677501563187808
7z7fquRFQFXt4Dj7ouWETq,acoustic,Hey There Delilah,Plain White T's,0.304,0.373,"[0.304, 0.373]",0.2562537804599183
1KqlVt63Q4bl1VdSlymr5C,acoustic,Riptide,Vance Joy,0.51,0.731,"[0.51, 0.731]",0.24408605040026354
2Xt2ir0hgXtcfFlAx4rdu9,acoustic,Scene One - James Dean & Audrey Hepburn,Sleeping With Sirens,0.569,0.579,"[0.569, 0.579]",0.09786214794290991
74XzT6sJuCIw0Py539SNQR,acoustic,"A Girl, a Boy, and a Graveyard",jeremy messersmith,0.457,0.136,"[0.457, 0.136]",0.3601110939696249
4BBFEhlXWJhNvQYT8Ozqq9,acoustic,I Will Be Blessed,Ben Howard,0.336,0.345,"[0.336, 0.345]",0.24342966129870042
51UNNIXG0vZrwB40N6qWOo,acoustic,Still in Love with You,Sade,0.288,0.49,"[0.288, 0.49]",0.24500816312931295
1HbcclMpw0q2WDWpdGCKdS,acoustic,Tenerife Sea,Ed Sheeran,0.359,0.346,"[0.359, 0.346]",0.22458851261807675
6d0wEqM0jJTNv1asKflGGi,acoustic,Take Me to Church - Live From Spotify London,Hozier,0.287,0.217,"[0.287, 0.217]",0.3660013661176691
4VJgrWjrkodaGiq3xKz62z,acoustic,Sometimes (I Wish),City and Colour,0.135,0.467,"[0.135, 0.467]",0.3985536350354868
46XMysg4VurmyAQ28tshqz,acoustic,The Mess I Made,Parachute,0.173,0.591,"[0.173, 0.591]",0.37444492251865297
2ds9vlk6o6BRCc2FAkmOvX,acoustic,Beat It,Fall Out Boy,0.841,0.936,"[0.841, 0.936]",0.5436616594905328
6akbXZeXdrWWsG77ZD3cuD,acoustic,Believe,Justin Bieber,0.508,0.847,"[0.508, 0.847]",0.35986942076258716
5Szn0p3DlnawyuhX8ULCg4,acoustic,Orange Sky,Alexi Murdoch,0.125,0.15,"[0.125, 0.15]",0.5298188369622205
6jzWyXK9O7DoNWYRN99NMV,acoustic,Private Investigations - Edit,Mark Knopfler,0.0696,0.163,"[0.0696, 0.163]",0.5660075617869429
78xbGcjmm02TCbhsMJsuUn,acoustic,In the Morning,Keaton Henson,0.227,0.17,"[0.227, 0.17]",0.441316213162399
4fZ0mkzk0ktr4WVfjqyUv2,acoustic,Hear Me Now,Boyce Avenue,0.323,0.836,"[0.323, 0.836]",0.40645294930655873
7bcP9k51f1VNCaFUyZ3P5M,acoustic,Life for Rent,Dido,0.159,0.533,"[0.159, 0.533]",0.37669749136409175
5NTA3dsB2DlLaSG1KM6RTh,acoustic,The River,Bruce Springsteen,0.594,0.554,"[0.594, 0.554]",0.08987213138676528
4AFBHrMN93QKtyQP5Pmz1t,acoustic,Perfect,Various Artists,0.598,0.432,"[0.598, 0.432]",0.08579627031520655
5ZzaWzLT7KjRUhtMra8uJm,acoustic,Cradlesong,Soap&Skin,0.218,0.16,"[0.218, 0.16]",0.4547625754171071
3MdYFBIzPf7lSJnI8wi3Ka,acoustic,Only Love,Ben Howard,0.365,0.49,"[0.365, 0.49]",0.168011904340139
6MDTpYxPFL0wtFd0pjfKws,acoustic,Rhythm Of Love,Plain White T's,0.726,0.542,"[0.726, 0.542]",0.2004120754844877
7la8N6YLMUDAXl2iAEe9Sy,acoustic,Scene Two - Roger Rabbit,Sleeping With Sirens,0.183,0.562,"[0.183, 0.562]",0.35773733380792117
6jQlAObMMtULuYctlVjCLg,acoustic,No Aphrodisiac - Original,The Whitlams,0.636,0.607,"[0.636, 0.607]",0.15738487856207786
7jPumBvn7m7l3nolkML3cZ,acoustic,Love The Way You Lie - Part III (Original Demo),Skylar Grey,0.232,0.248,"[0.232, 0.248]",0.3849688299070459
51jy98I9q9Nk1xyA0W4ZBg,acoustic,"If You've Gotta Go, Go Now - Bonus Track",Various Artists,0.325,0.217,"[0.325, 0.217]",0.3416211351775531
5FPnjikbwlDMULCCCa6ZCJ,acoustic,Daughters,John Mayer,0.503,0.413,"[0.503, 0.413]",0.08077747210701758
0HZhYMZOcUzZKSFwPOti6m,acoustic,Jar of Hearts,Christina Perri,0.0886,0.348,"[0.0886, 0.348]",0.465930638614805
3xEP8kzYIjbkUrjfsgn8Hh,acoustic,Common Denominator - iTunes Bonus,Justin Bieber,0.45,0.66,"[0.45, 0.66]",0.1909790564433703
2tKKxF5LTNcSlVtrLSlaMD,acoustic,The General,DISPATCH,0.66,0.673,"[0.66, 0.673]",0.22439696967650882
1LiteNBpuy5ltDtESG1rmr,acoustic,Feel the Same,Joshua James,0.261,0.562,"[0.261, 0.562]",0.2818865019826242
1w3ybWVQiP47fu00GRlFHb,acoustic,Old Pine - Spotify - Rockfeedback Session,Ben Howard,0.3,0.334,"[0.3, 0.334]",0.2792937521678564
6wZI4mdT8JwXgkGURnBQiq,acoustic,Say,John Mayer,0.541,0.723,"[0.541, 0.723]",0.2351361307838504
0L1Kl3XWvfKT2HplPj4zBC,acoustic,Locked Out Of Heaven,Tyler Ward,0.191,0.2,"[0.191, 0.2]",0.44711072454147194
6vrUTGn5p8IrfTZ0J6sIVM,acoustic,Iris,The Goo Goo Dolls,0.513,0.79,"[0.513, 0.79]",0.3026615271222955
3fCJRE4P1uU8dcqEW5mnM6,acoustic,Staple It Together,Jack Johnson,0.786,0.794,"[0.786, 0.794]",0.3970453374616053
2QaaXYzEzLio3POCFCI19r,acoustic,Machines,Biffy Clyro,0.31,0.337,"[0.31, 0.337]",0.2693139431964116
7EvZucbeXRDEwT4cFpHEi8,acoustic,Details in the Fabric (feat. James Morrison),Jason Mraz,0.33,0.338,"[0.33, 0.338]",0.2524064183019124
2f3pT7xCMaNUL3jWNZDSto,acoustic,Pennyroyal Tea,Nirvana,0.0393,0.457,"[0.0393, 0.457]",0.4946723056731598
33PYfsUghmJi6rcKCfJ7my,acoustic,Streets of Philadelphia,Bruce Springsteen,0.452,0.249,"[0.452, 0.249]",0.2523529274646918
6Vc5wAMmXdKIAM7WUoEb7N,acoustic,Say Something,A Great Big World,0.0765,0.147,"[0.0765, 0.147]",0.5698010617750725
5LkAwO0AkY6Z3M4bCadu4r,acoustic,Freak On A Leash - Feat. Amy Lee,Korn,0.169,0.776,"[0.169, 0.776]",0.4641551464758309
5bSPF76iSpI5p00BALV8uo,acoustic,"Daughters - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0.407,0.38,"[0.407, 0.38]",0.165951800231272
6vxHp3CDNo0afgKGp2yi1E,acoustic,Me and Julio Down by the Schoolyard,Paul Simon,0.798,0.816,"[0.798, 0.816]",0.4216740447312355
37z3ghNvcoPvHypKWTb2Sz,acoustic,Left for America,Ciaran Lavery,0.25,0.384,"[0.25, 0.384]",0.30150456049618884
2dLLR6qlu5UJ5gk0dKz0h3,acoustic,Royals,Lorde,0.337,0.428,"[0.337, 0.428]",0.20497804760510333
10FsLlEMV60mFgzZHpEmQb,acoustic,Old Pine - EP Version,Ben Howard,0.278,0.354,"[0.278, 0.354]",0.28806422894903144
2EBVfvLVDCMyChanmUXBdz,acoustic,Romeo (Accoustic),Basement Jaxx,0.206,0.473,"[0.206, 0.473]",0.3273438559069042
7paYa83IYmg2dvRu3NvcKL,acoustic,Cherry Blossoms,Night Beds,0.158,0.188,"[0.158, 0.188]",0.4802343178074637
43XA2gfgLQGKfIumzQZNCF,acoustic,Art of Motion,Andy McKee,0.609,0.256,"[0.609, 0.256]",0.24413111231467402
2Uj2BjZXVv9WvYFEVl8TDi,acoustic,Silent Way,Milo Greene,0.0605,0.296,"[0.0605, 0.296]",0.5100198525547804
5Ukzlujip1Slqka5OY82YS,acoustic,U.N.I.,Ed Sheeran,0.578,0.405,"[0.578, 0.405]",0.0944139820153773
7m2VsHmjyXZegtndWPgxOw,acoustic,Wonderwall,Ryan Adams,0.301,0.22,"[0.301, 0.22]",0.35446861638232524
4Sx182teh6ZFTko3z4e0Jj,acoustic,Hear the Noise That Moves So Soft and Low,James Vincent McMorrow,0.384,0.38,"[0.384, 0.38]",0.1840244548966251
3sddYhFkEkyioYzyTfo3Kw,acoustic,The Blower's Daughter - Live from Union Chapel,Damien Rice,0.117,0.137,"[0.117, 0.137]",0.5442949568019164
4gbDJgU6LKETfcBsQQCoCd,acoustic,Tucker's Daughter,Ian Moss,0.54,0.508,"[0.54, 0.508]",0.02118962010041711
0wU0Ocoi0K4dln92uqwPPH,acoustic,Starships - BBC Live Version,Conor Maynard,0.378,0.251,"[0.378, 0.251]",0.283185451603715
1jJXixRlgZuqWlYwKM94Dz,acoustic,Under löven,Melissa Horn,0.547,0.428,"[0.547, 0.428]",0.06161168720299746
7utRJ4BeYx85khzP3lKoBX,acoustic,Tears in Heaven,Eric Clapton,0.312,0.242,"[0.312, 0.242]",0.3306916993212863
3Qf1X9wE43iXD8RLU4zlKR,acoustic,Wrecking Ball (feat. Diamond White),Boyce Avenue,0.184,0.317,"[0.184, 0.317]",0.38864122272347795
7zkLpY72g6lKQbiHDqri1S,acoustic,Sunrise,Norah Jones,0.679,0.299,"[0.679, 0.299]",0.2388242031285774
53Pgsvu3qSYO2aXt5J2vcL,acoustic,Lego House,Ed Sheeran,0.565,0.637,"[0.565, 0.637]",0.1523975065412817
5Gtn8HgCAo0TUiaKKgP6us,acoustic,Down in the Valley,The Head And The Heart,0.149,0.403,"[0.149, 0.403]",0.39329505463455805
3piY5aMfwEEmXMV6I9kpoi,acoustic,Imagine,Various Artists,0.374,0.179,"[0.374, 0.179]",0.3475082732828098
4zZ6aF9qXTqMeTDvLuBPa7,acoustic,Hallelujah,Kate Voegele,0.369,0.216,"[0.369, 0.216]",0.3176161204976851
4cNjkFy1U24mrlbdHcc2Vq,acoustic,Waterfalls,ortoPilot,0.837,0.532,"[0.837, 0.532]",0.30716770663596776
6mM3zAPOuNkNDytJCDGz96,acoustic,Naïve - BBC Radio 1's Jo Whiley's Live Lounge,Lily Allen,0.43,0.258,"[0.43, 0.258]",0.25200992043965253
4iDov28cQ956VHOJneJzaw,acoustic,I Don't Mine,Defeater,0.434,0.329,"[0.434, 0.329]",0.18730189534545558
38YgZVHPWOWsKrsCXz6JyP,acoustic,Come On Get Higher,Matt Nathanson,0.617,0.623,"[0.617, 0.623]",0.15899999999999997
3gqP2hxwgi6mb8FhtEe4zU,acoustic,The Wolves,Ben Howard,0.507,0.531,"[0.507, 0.531]",0.050249378105604495
4vojpVoYaj4myAkIcfNKIN,acoustic,U Smile,Justin Bieber,0.419,0.605,"[0.419, 0.605]",0.1633554406807438
6Zewjs7at1sPyc03lUoAHB,acoustic,Save Your Scissors,City and Colour,0.567,0.647,"[0.567, 0.647]",0.1625945878558078
6wN5nWLgjEGmPwozDh2jwM,acoustic,Kiss Me,Jason Walker,0.33,0.184,"[0.33, 0.184]",0.36554753452868477
3uAAl6zPwIVV6tAQ3wMUvS,acoustic,Home,Gabrielle Aplin,0.387,0.264,"[0.387, 0.264]",0.2673798795721174
1PTGzgjNWP4upVlCp95I6i,afrobeat,Ara,Brymo,0.611,0.901,"[0.611, 0.901]",0.42030108255868204
5rr7qvhwIAaBvl9v7GD0Dh,afrobeat,Tenere Dafeo Nikchan,Tinariwen,0.348,0.27,"[0.348, 0.27]",0.28591782036102614
3LZMPBsDMfp9Z2bO60Gm8a,afrobeat,Azonto,Various Artists,0.666,0.916,"[0.666, 0.916]",0.4481885763827544
3mYsWA2ClF84ZLroBpreo1,afrobeat,Pot Belly,Freshlyground,0.311,0.46,"[0.311, 0.46]",0.22375879870968207
7djBn3NwXGGOwwJ6ohUMlX,afrobeat,Kaalu,E.L,0.58,0.893,"[0.58, 0.893]",0.40771803982654486
4Pl8ViAolRF4rK8QBMhKd9,afrobeat,Redemption Song,Bob Marley & The Wailers,0.698,0.259,"[0.698, 0.259]",0.28225166075685004
0XI9lbqgooxei1HiqS5Ytw,afrobeat,Dance for Me (feat. Wizkid),Various Artists,0.399,0.834,"[0.399, 0.834]",0.3710417766236034
2yrAD69v6rP6bZhIjs7kOy,afrobeat,Set,Youssou N'Dour,0.786,0.684,"[0.786, 0.684]",0.3200390601161052
77eEcHR7onx8Bf1687zbsM,afrobeat,Alu Jon Jonki Jon,Fela Kuti,0.773,0.873,"[0.773, 0.873]",0.45367940222143655
5ipni5g3JBMmFwWcUvIfFR,afrobeat,Barra,Habib Koité,0.969,0.522,"[0.969, 0.522]",0.43732367875522127
4tOeiJqj6vhXjkckN6T3X5,afrobeat,Never Believe You,Mavado,0.657,0.685,"[0.657, 0.685]",0.23277671704876332
3oJOtvPbyOqRPlFvspQP3o,afrobeat,Djuru,Amadou & Mariam,0.697,0.798,"[0.697, 0.798]",0.3507078556291547
7eLjqFyvckSm3iIiVSmveP,afrobeat,Taste the Money (Testimony),P-Square,0.956,0.808,"[0.956, 0.808]",0.5304045625746445
3wRuMqW2OPpyOnhg3yT3M7,afrobeat,Bobo,Salif Keita,0.767,0.505,"[0.767, 0.505]",0.2346167086973986
6S1cd5F5cpflZq6bAXQmg1,afrobeat,Nomvula (After the Rain),Freshlyground,0.418,0.295,"[0.418, 0.295]",0.2246641938538494
6t6oULCRS6hnI7rm0h5gwl,afrobeat,Some Nights,fun.,0.392,0.738,"[0.392, 0.738]",0.287020905161976
7xV6oF0LMnrXKEs6JrWQXf,afrobeat,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,0.552,0.876,"[0.552, 0.876]",0.3884649276318263
6UaRii9AH6Zss9xNMEQ2M9,afrobeat,Love The Way You Lie,Eminem,0.638,0.922,"[0.638, 0.922]",0.4465209961468778
55fC1vUs7mVzOH7RipVlXR,afrobeat,Palea,Dobet Gnahoré,0.603,0.453,"[0.603, 0.453]",0.07826237921249259
4AdEId7iTSaADarHjqIXvT,afrobeat,Oualahila Ar Tesninam,Various Artists,0.752,0.698,"[0.752, 0.698]",0.30341555662160763
07zDU6jmVdOoWUqloXPlK5,afrobeat,Jamm,Various Artists,0.903,0.667,"[0.903, 0.667]",0.41102433018010015
6KgrFtfas1ATDwuIiTL3wc,afrobeat,Erdi,Ali Farka Touré,0.775,0.703,"[0.775, 0.703]",0.3237112911221973
2craYXfaMoW7OGXzOYw4Bg,afrobeat,Let Them Talk,Geraldo Pino,0.928,0.698,"[0.928, 0.698]",0.4473533279187716
2XY16w5EeeqEbDgNkU4NnE,afrobeat,Din Din Wo,Habib Koité,0.886,0.804,"[0.886, 0.804]",0.4737773738793359
6JBcRN8s5fYT70xzezEHqc,afrobeat,Nètsanèt,Mulatu Astatke,0.882,0.469,"[0.882, 0.469]",0.34951680932395796
00sQAR9xuGbRM7XjWmjZKF,afrobeat,Baai,Blood Diamond,0.968,0.754,"[0.968, 0.754]",0.5098833199860533
1IKagUBLAAddwgaU7lfHeh,afrobeat,Beaux dimanches,Amadou & Mariam,0.962,0.899,"[0.962, 0.899]",0.5941060511390202
68uzjRbQBvQ5Te5wOJnbqK,afrobeat,Shakin' The Tree,Youssou N'Dour,0.825,0.639,"[0.825, 0.639]",0.32873241397829933
2waQKyhYkF4GX2Qc1OsmrD,afrobeat,Savane,Ali Farka Touré,0.509,0.279,"[0.509, 0.279]",0.21037347741576168
3Nh3ssX3FNYPcivbdo8GHz,afrobeat,Yokela Ngai Mawa,Los Nickelos,0.528,0.285,"[0.528, 0.285]",0.2030615670184784
7j05qZv5fZc4drPs8lFHkc,afrobeat,This Little Light Of Mine / M'Lilo Vutha Mathanjeni / If You Ever Need The Lord,Soweto Gospel Choir,0.664,0.787,"[0.664, 0.787]",0.3264383555895355
2jB4SD7G7d5F1lI1DCoVJz,afrobeat,Dzoka uyamwe,Oliver Mtukudzi,0.961,0.788,"[0.961, 0.788]",0.5226700680161435
2gmpWgPvC5vap4D2YtHbEW,afrobeat,Tamiditin Tan Ufrawan,Tinariwen,0.563,0.645,"[0.563, 0.645]",0.15984054554461458
3N4gUEMXtxvDhPo5ifI5uX,afrobeat,Spirit of the Forest,Baka Beyond,0.968,0.568,"[0.968, 0.568]",0.44229515032385325
5oLqSZBY83KCxmkqXhtmsB,afrobeat,Funky Horn,Fela Kuti,0.468,0.777,"[0.468, 0.777]",0.29621951319924894
2gK3Mp8XdNk4wtXyytQTC9,afrobeat,Dieuf Dieul,Cheikh Lô,0.768,0.579,"[0.768, 0.579]",0.2520039682227246
6NPVjNh8Jhru9xOmyQigds,afrobeat,Happy,Various Artists,0.962,0.757,"[0.962, 0.757]",0.5063615309242991
2jHdpoUfgb1fALKARNCm9D,afrobeat,Assouf,Tinariwen,0.522,0.702,"[0.522, 0.702]",0.21428252378577212
25u53mEJMoUkHcBWYavOVT,afrobeat,Asimbonanga (Mandela),Johnny Clegg,0.52,0.252,"[0.52, 0.252]",0.23635777964771965
1PpBP0gGdHX9VKNd1WyOUb,afrobeat,Yèrè uolo,Rokia Traoré,0.936,0.58,"[0.936, 0.58]",0.41336787490079585
5kPFGrFpDUrsfgu3rfmsPf,afrobeat,Moyen te,Awilo Longomba,0.963,0.93,"[0.963, 0.93]",0.6166554953943085
5jnfrHIeTAWw5SaRiiyhAW,afrobeat,Jho Avido,Various Artists,0.723,0.319,"[0.723, 0.319]",0.25428527287281105
2Kj7fT9h3jRAYIpRBOjsh9,afrobeat,Loca,Shakira,0.917,0.692,"[0.917, 0.692]",0.4348241023678425
1Ki0itGfXGmStQnPxhimY0,afrobeat,Tenere Taqhim Tossam - feat. Tunde Adebimpe & Kyp Malone,Tinariwen,0.871,0.794,"[0.871, 0.794]",0.4559385923564708
69VsivnnXLXkuTGpBxyMxI,afrobeat,Didi,Khaled,0.804,0.812,"[0.804, 0.812]",0.42239436549272297
6TxFEazopFO9nskiiOR49J,afrobeat,No Habla Na',Colombiafrica,0.934,0.742,"[0.934, 0.742]",0.474675678753399
2By9RY6jJxwNGKKl7O5foq,afrobeat,One More Dance,Miriam Makeba,0.516,0.15,"[0.516, 0.15]",0.3384272447661387
47Yzdc2tvRr12iQZkHKx3z,afrobeat,Iniagige,Salif Keita,0.571,0.111,"[0.571, 0.111]",0.37891027961774804
5ft8cAiZ0zvICdvry3Byc0,afrobeat,Olufunmi,Styl-Plus,0.749,0.676,"[0.749, 0.676]",0.2863564212655271
7bmZVze4Ye5wryD8twVYLx,afrobeat,Sáré Kon Kon,Antibalas,0.945,0.776,"[0.945, 0.776]",0.5026808132403702
64NibWSxMCKaxurg4OW5Dd,afrobeat,Jombolo,Iyanya,0.663,0.871,"[0.663, 0.871]",0.40446137021970346
2c6Ah6OH4ScnjniS0t5gTH,afrobeat,I Love U,P-Square,0.927,0.694,"[0.927, 0.694]",0.4446031938706693
3bidbhpOYeV4knp8AIu8Xn,afrobeat,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,0.847,0.922,"[0.847, 0.922]",0.5356790083622841
3JPrTUwhK3Utti9ilI75fB,afrobeat,Umqombothi,Yvonne Chaka Chaka,0.961,0.716,"[0.961, 0.716]",0.4849412335530976
1PbITjNMSfOsWL89DsaLSH,afrobeat,Gnidjougouya,Amadou & Mariam,0.337,0.667,"[0.337, 0.667]",0.26543737491167296
5sje4m7tHVMFjX6x0kGowh,afrobeat,Mandjou,Salif Keita,0.763,0.643,"[0.763, 0.643]",0.2773535649671732
2YvGLm7HGIRwzH1pgQDmRP,afrobeat,Secret Agent,Tony Allen,0.95,0.604,"[0.95, 0.604]",0.43283368630456653
3gSb5v1yMCWJ9hah3hMdmf,afrobeat,Ada Owerri,Various Artists,0.906,0.611,"[0.906, 0.611]",0.39275692228145387
4TLGUA3N47qYyl4rdNkTFG,afrobeat,Mandjou,Salif Keita,0.794,0.662,"[0.794, 0.662]",0.3136829609653671
4d4mfz1H6PsC9QPr1w8rfD,afrobeat,Sedjedo,Angelique Kidjo,0.854,0.705,"[0.854, 0.705]",0.38746612755181575
2bWs6hFVGp5YvDYCW1pW0Z,afrobeat,Sexy Ladies,Various Artists,0.0,0.0,"[0.0, 0.0]",0.7226569033780831
2FgVxc84fG0OQr7v11cloX,afrobeat,Possibility,P-Square,0.882,0.621,"[0.882, 0.621]",0.3734836007109281
5h2tK6lPVKDX70scZW8909,afrobeat,Ai ga bani,Various Artists,0.639,0.469,"[0.639, 0.469]",0.10768936809174802
1CmmRxVeqXDdqbSoPy1XgV,afrobeat,She Doesn't Mind,Sean Paul,0.622,0.776,"[0.622, 0.776]",0.3014382192091773
2K15Edv21Uw9Cv5tBh8s9O,afrobeat,Bozos,Amadou & Mariam,0.935,0.774,"[0.935, 0.774]",0.49335585534176046
57BqpzkQWkCOxASHhNEZl0,afrobeat,Aon Aon,Tabu Ley Rochereau,0.714,0.358,"[0.714, 0.358]",0.22284748147555983
2oW5yMYx6yiuW6uZx7ZJdO,afrobeat,Amidinin,Tinariwen,0.919,0.684,"[0.919, 0.684]",0.43291107631937537
2mFG5xZ9Uz9v4ks0QnwK5i,afrobeat,"Circle of Life - From ""The Lion King""/ Soundtrack",Various Artists,0.553,0.391,"[0.553, 0.391]",0.099040395798886
5CFdHtJAlGttkKbAJjJEV7,afrobeat,Juru nani - feat. Kasse Mady Diabate,Bassekou Kouyate,0.925,0.59,"[0.925, 0.59]",0.40505308294098935
3z4y2ScH8vWAgwUUTZ5SJd,afrobeat,Shagu,Mulatu Astatke,0.95,0.632,"[0.95, 0.632]",0.4411632350955822
3HpqoffTzMozYYZru9qapf,afrobeat,Ilham,Souad Massi,0.657,0.868,"[0.657, 0.868]",0.39971990193133994
6EhMqP60LFRqfABN4Pc2wP,afrobeat,Kala Djula,Ali Farka Touré,0.786,0.43,"[0.786, 0.43]",0.25956309444911463
4pRMuXVS6GXscFYnNQYMcp,afrobeat,Shake,Flavour,0.955,0.949,"[0.955, 0.949]",0.6249839997951947
1n21ku53K1pMOU9ib6bEdL,afrobeat,Osondi Owendi,Chief Stephen Osita Osadebe,0.511,0.715,"[0.511, 0.715]",0.2280635876241536
7ATa1G9YTRrJtUXFHFs88z,afrobeat,I Faram Gami I Faram,Mulatu Astatke,0.908,0.502,"[0.908, 0.502]",0.37526124233658875
2he169BxArR5AMYlgJIAXr,afrobeat,Zen,Rokia Traoré,0.861,0.458,"[0.861, 0.458]",0.3293690938749414
6pHwqpMn46FO8ElgM3U9Wc,afrobeat,Tameyawt,Tinariwen,0.659,0.154,"[0.659, 0.154]",0.3569761896821691
7vRl1b2bJogXJ5pJyP70iz,afrobeat,Djama,Amadou & Mariam,0.879,0.876,"[0.879, 0.876]",0.5198653671865437
6kG4vqCflTeAsa6sjMpZqI,afrobeat,Mr. Saxobeat - Radio Edit,Alexandra Stan,0.767,0.929,"[0.767, 0.929]",0.4992364169409119
1MK8L06o47PcRsmwnAxqDL,afrobeat,Bunieya Enu,P-Square,0.872,0.811,"[0.872, 0.811]",0.46824139073772625
0WjBwFCJ9lFyPrNKAogEew,afrobeat,Iyo Djeli,Various Artists,0.836,0.734,"[0.836, 0.734]",0.39028835493773056
2KO00cY85Xc87Ix7yeCCtl,afrobeat,Ledi Coumbe,Ali Farka Touré,0.755,0.449,"[0.755, 0.449]",0.225399645075142
3bpOaamnFP5260EVqP9GhR,afrobeat,Summer Time,Vybz Kartel,0.38,0.84,"[0.38, 0.84]",0.38381375691863884
3aE0O99WPzRZ0UeSX9Boan,afrobeat,Tonight,Burna Boy,0.711,0.624,"[0.711, 0.624]",0.22400892839349054
0blTOYXnFJ57BmSgXLU7NR,afrobeat,Nakupenda (I Love You),Brenda Fassie,0.924,0.658,"[0.924, 0.658]",0.4263578309354714
4iEBmWl1OzPIfNbZAV378G,afrobeat,Tchamantché,Rokia Traoré,0.933,0.355,"[0.933, 0.355]",0.4215317307154943
4CfKdK5OyEMGN78BlMa2PP,afrobeat,Azonto,A'won Boyz,0.851,0.844,"[0.851, 0.844]",0.4773468340735067
1L7b7pfGmRmNoGDpXG3OJa,afrobeat,Sonkolon,Fatoumata Diawara,0.59,0.373,"[0.59, 0.373]",0.12835108102388537
