id,genre,track_name,artist_name,valence,energy,mood_vec,distances
0VeEYiNY7kZfx5RD1XesCw,edm,We Plants Are Happy Plants,We Plants Are Happy Plants,0.151,0.631,"[0.151, 0.631]",0.4078884651470301
4eTVpfb9fISH1FV4APpX2T,edm,You & Me - Flume Remix,Flume,0.25,0.392,"[0.25, 0.392]",0.29883942176359535
10uJ3ZdZEGuboHh9RVmr4j,edm,Underbelly,Kid Arkade,0.75,0.855,"[0.75, 0.855]",0.4263543127493845
100EbPCjtuBNBcNxu7Wt6p,edm,The Spark,Afrojack,0.499,0.929,"[0.499, 0.929]",0.4423087157178796
2r5nMKhtXqHF44qOn2nBW6,edm,Go Tell Them,Benga,0.371,0.673,"[0.371, 0.673]",0.24590445298936744
6NoFbdfSqgzT3Sxj7hQv9S,edm,Where Did I Go? - Dillon Francis & Kill Paris Remix,I See MONSTAS,0.0671,0.67,"[0.0671, 0.67]",0.5001867751150564
7qAWdfgvuDJQlhjppYtAfA,edm,Sail - Unlimited Gravity Remix,AWOLNATION,0.42,0.47,"[0.42, 0.47]",0.11442464769445441
05ghH87Bc09RLmS8QTKIWk,edm,Core - Original Mix,RL Grime,0.616,0.949,"[0.616, 0.949]",0.468412211625615
2Hq2mIgRfj60J321GueeJT,edm,Puppy,Netsky,0.856,0.727,"[0.856, 0.727]",0.40180841205728873
6K3kOF05SrwfbAGcwqU4s8,edm,Without You,Dillon Francis,0.392,0.637,"[0.392, 0.637]",0.20513897728125682
5ClU5122ESEvM9yVI5zyJj,edm,Life - Radio Edit,Steerner,0.246,0.823,"[0.246, 0.823]",0.4411280993090329
1elKl1ciiw49uTFZ4CTbEs,edm,Stopping Us,Deorro,0.209,0.837,"[0.209, 0.837]",0.47621108764916426
15Gqxo3SqVnwQjt6izOKAH,edm,Moar Ghosts n Stuff,deadmau5,0.301,0.475,"[0.301, 0.475]",0.23236393868240404
7JKEABG5rOKP3RPNQcavcS,edm,Fatality - Quintino Edit,Pep & Rash,0.56,0.925,"[0.56, 0.925]",0.43783330161146955
3mAoSvZ1glnC18ZOC21ysv,edm,Kick Snare,Crissy Criss,0.0985,0.817,"[0.0985, 0.817]",0.545005733914791
1EsdqTsiQPaUJ82iy7KfS1,edm,Endless Fantasy,Anamanaguchi,0.31,0.753,"[0.31, 0.753]",0.34634375986871774
15KHOhZTNh7bGogTgLNTZh,edm,Hit That Jive,Gramatik,0.686,0.684,"[0.686, 0.684]",0.24864633518312718
0cDtZgxBNJBmupoz5v84V6,edm,In The Horizon - Radio Edit,Various Artists,0.0841,0.957,"[0.0841, 0.957]",0.6492089109061889
74b9N5Kpk2nCm3coGaVycl,edm,Time Is the Enemy,Various Artists,0.223,0.851,"[0.223, 0.851]",0.47735626108808926
5JFkuKQsPps2ZaZzaLx63d,edm,Crystallize,Lindsey Stirling,0.0563,0.623,"[0.0563, 0.623]",0.49544716166307784
6pg1DSBjReor1j5G0Z7ozK,edm,Trillogy,ill.gates,0.733,0.824,"[0.733, 0.824]",0.39101918111519796
3WS7spXVlbeC5kjePmHMQW,edm,Finally Moving,Pretty Lights,0.523,0.555,"[0.523, 0.555]",0.06774215821775985
3QVteHLWhYhBWe7cX2fgev,edm,I Can't Stop,Flux Pavilion,0.205,0.775,"[0.205, 0.775]",0.4358359783221207
4SQfQuxYQx8DJQB88sQmVT,edm,Bigfoot - Dillon Francis Remix,W&W,0.18,0.907,"[0.18, 0.907]",0.5478777235843779
0ttPiazh17aXIo5NIckHES,edm,Calabria - Firebeatz Remix,Rune RK,0.395,0.879,"[0.395, 0.879]",0.4146383966783588
3bXptsvAsA4gLaaRKMHsr0,edm,In My Mind (Axwell Radio Edit),Ivan Gough & Feenixpawl,0.355,0.83,"[0.355, 0.83]",0.3855489592775475
60wwxj6Dd9NJlirf84wr2c,edm,Clarity,Zedd,0.176,0.781,"[0.176, 0.781]",0.46184196431246916
61KHfpOOqUgSWpzfpufkzs,edm,Que Sera,Wax Tailor,0.443,0.73,"[0.443, 0.73]",0.25819372571772536
0I7ouoTZnPY76XWsnHuJkl,edm,Staying (DotEXE Remix),Koda,0.18,0.788,"[0.18, 0.788]",0.4632591067642384
42prDRVUOkgzQsfSFL2mmL,edm,Forever,Pope,0.524,0.94,"[0.524, 0.94]",0.45208959289061273
1A3XPibNuMPTbTWlPgRfTD,edm,All I Ask of You (feat. Pennybirdrabbit),Skrillex,0.696,0.909,"[0.696, 0.909]",0.45145320909259246
4ZHNGs3LJODcWrU197iiwY,edm,Astral Projection,Minnesota,0.289,0.896,"[0.289, 0.896]",0.47539457296018856
5ZrrXIYTvjXPKVQMjqaumR,edm,Loud Pipes,Ratatat,0.858,0.703,"[0.858, 0.703]",0.38967935536797427
4HRhCGyBhUSP9FIPvokPNL,edm,Dynamo,Various Artists,0.0866,0.906,"[0.0866, 0.906]",0.611552908586003
2aNyZbeTHirn7ToWq7IGym,edm,Woo Boost,Various Artists,0.643,0.803,"[0.643, 0.803]",0.3336540124140575
3Qn3LhREMyvnvj9ujRugd3,edm,Hyperparadise - Flume Remix,Flume,0.343,0.838,"[0.343, 0.838]",0.39824615503479754
2TkoUq8sPXmc4KYzKBiTWT,edm,Rock 'n' Roll (Will Take You to the Mountain),Skrillex,0.676,0.971,"[0.676, 0.971]",0.5037241308494165
5Nn2Dj7OQsGL6pgQ9iIzPp,edm,Ghostwriter,RJD2,0.594,0.68,"[0.594, 0.68]",0.20145719148245866
08Erw82oA0xZUnSMOxNvN7,edm,We Were Gods (feat. Urban Cone & Lucas Nord) - Radio Edit,John Dahlbäck,0.505,0.802,"[0.505, 0.802]",0.3152459357390671
6uQ192yNyZ4W8yoaL0Sb9p,edm,Sugar High,Approaching Nirvana,0.468,0.355,"[0.468, 0.355]",0.14803377992877167
3lfGAVWfr3sdcrnv7PzfrM,edm,Rabbit Whore - Original Mix,Savant,0.269,0.624,"[0.269, 0.624]",0.2969713790923294
6A6Hwl2yBkqTnJ4UvQJzZs,edm,Freaks Orchestra,The Noisy Freaks,0.56,0.706,"[0.56, 0.706]",0.2196656550305486
78upcMhaz0KEaZWGOsQzg0,edm,B4 the Dual,Benga,0.177,0.68,"[0.177, 0.68]",0.40447496832313373
7IaecDGUsRDMlQ8fS2seW6,edm,Sky High,Big Gigantic,0.409,0.814,"[0.409, 0.814]",0.3487864676274009
7yzXK13nRm2fDTCPi9RjAu,edm,Bouncer - Original Mix,Showtek,0.311,0.898,"[0.311, 0.898]",0.4662445710139691
5A37UCV7aPjhp1RSocVBfc,edm,I Can See It In Your Face,Pretty Lights,0.534,0.938,"[0.534, 0.938]",0.45000111110973934
6gDAYjiH3pYyD91SWsxViF,edm,Every Chance We Get We Run (feat. Tegan & Sara),David Guetta,0.694,0.882,"[0.694, 0.882]",0.4256254221730652
4n0isQrD9b9lOoSs7zKogy,edm,Youth (Adventure Club Remix),Foxes,0.254,0.71,"[0.254, 0.71]",0.35654592972014143
6kMGmlmwNLRmh4If8xcFka,edm,Stellar,Daddy's Groove,0.316,0.842,"[0.316, 0.842]",0.41521681083501427
6dfXwa0dI1sBm4CIePuOYM,edm,Levels,Avicii,0.352,0.834,"[0.352, 0.834]",0.3904830342025118
4KHDdWCH1NCtFv2mVGNkCH,edm,Apollo - Original Mix,Hardwell,0.201,0.791,"[0.201, 0.791]",0.4494808116037881
4r8hRPbidDIoDPphxi78aY,edm,I Got U,Duke Dumont,0.42,0.756,"[0.42, 0.756]",0.29084875794818177
7FwsJLYnRNboaN7suQQePz,edm,I.D.G.A.F.O.S.,Dillon Francis,0.13,0.93,"[0.13, 0.93]",0.5981412876570218
2G6d1OttEYLmDJ2KzpJxvm,edm,Never Mind,Infected Mushroom,0.402,0.831,"[0.402, 0.831]",0.3671648131289271
1P0wLge0z6CiDMztVH0q9i,edm,High School Art Class,Pretty Lights,0.43,0.81,"[0.43, 0.81]",0.338072477436422
5snyhxAh55A2wlNRH7VVZJ,electro,Another Love - Zwette Edit,Tom Odell,0.462,0.554,"[0.462, 0.554]",0.096938124595022
5c7UATnb0XfIbyIHHfgIMb,electro,Error 404 - Original Mix,Martin Garrix,0.285,0.862,"[0.285, 0.862]",0.44875383006722075
6HFbq7cewJ7rPiffV0ciil,electro,A Sky Full of Stars,Coldplay,0.162,0.675,"[0.162, 0.675]",0.4154635964798842
7G5FO7sFeC7Idwu9cXzVNl,electro,Sonnentanz (Sun Don’t Shine),Klangkarussell,0.197,0.556,"[0.197, 0.556]",0.3428119017770533
06BoKUwRoskASDa4Aha5xM,electro,Baptism,Crystal Castles,0.144,0.819,"[0.144, 0.819]",0.5107660912785813
6lWuJS86p0q5JAKekgETcN,electro,Sky and Sand,Paul Kalkbrenner,0.526,0.329,"[0.526, 0.329]",0.1591540134586621
54KxjGEVqy7wtoICc4858l,electro,Spandex Man,Mr. Scruff,0.727,0.522,"[0.727, 0.522]",0.19695684806576283
3qVD67mL0JxgU0VQVKR52G,electro,Prime Time of Your Life / Brainwasher / Rollin' & Scratchin' / Alive,Daft Punk,0.055,0.846,"[0.055, 0.846]",0.597200133958458
6R1GlQpaj56FmXF0VgdLxs,electro,I Love It - Tiësto's Club Life Remix,Tiësto,0.182,0.949,"[0.182, 0.949]",0.5794152224441467
0r9Dtmw0gstt9eC2dAjf2Z,electro,Spectrum - Radio Mix,Zedd,0.381,0.789,"[0.381, 0.789]",0.3372017200430627
2BndJYJQ17UcEeUFJP5JmY,electro,Paradise Circus,Massive Attack,0.297,0.591,"[0.297, 0.591]",0.25749757280409463
56fwHfJaBpaauvFJrnwk2L,electro,She Wolf (Falling to Pieces) [feat. Sia],David Guetta,0.415,0.859,"[0.415, 0.859]",0.38931349835319096
1qhDkbB4l2hRoRI58bDWHA,electro,Le Piaf,Parov Stelar,0.366,0.613,"[0.366, 0.613]",0.2086000958772551
3qC3qmZNDXu62hc8YbhWsy,electro,Dear Boy,Avicii,0.253,0.581,"[0.253, 0.581]",0.2950406751619173
4S7J46CLuda7ayjLc2dL9v,electro,In My Mind (feat. Georgi Kay) - Axwell Remix,Ivan Gough,0.302,0.896,"[0.302, 0.896]",0.46885498824263355
7aCZfs36tXkWVFItKHNGcE,electro,Wizard,Martin Garrix,0.23,0.902,"[0.23, 0.902]",0.513035086519431
77yorYps4iY5feeqdd2dHi,electro,Stratosphere,Digitalism,0.483,0.748,"[0.483, 0.748]",0.26476404589747454
2LeF2hl1xpBpPyjvv52rPl,electro,Flute - Radio Mix,New World Sound,0.122,0.886,"[0.122, 0.886]",0.5721232384722719
2KxRauNqahX7034OR2oAG6,electro,Toy Story,David Guetta,0.359,0.904,"[0.359, 0.904]",0.4509234968373239
6YXW1aTmWYCfDfVPqkmLI6,electro,Pass This On,The Knife,0.687,0.833,"[0.687, 0.833]",0.3778107992103984
6ZcFfFLGGeokAQNxwCL9cv,electro,Milla´s Dream,Parov Stelar,0.161,0.476,"[0.161, 0.476]",0.37219349806249974
3Yfp84jLN7ok7qBeovrSOW,electro,Stamina,Vitalic,0.306,0.992,"[0.306, 0.992]",0.5527612504508616
3xcv3R9LGJkprp0EOQvdNt,electro,Everyday - Netsky Remix,Rusko,0.102,0.933,"[0.102, 0.933]",0.619504640822004
2x0OGYn6srBL7gSGG39v3P,electro,Signatune - Thomas Bangalter Edit,DJ Mehdi,0.162,0.648,"[0.162, 0.648]",0.4040309394093477
5vLOVP3M0Vg2FaYJnUcrvm,electro,Heroes (We Could Be),Alesso,0.38,0.746,"[0.38, 0.746]",0.29995499662449365
3oWfGgTFdIT05HOEXfW9gu,electro,Gingerbread Man,Dirty Honkers,0.597,0.918,"[0.597, 0.918]",0.4347367019242797
2dngx6srtqsxvyh7oGV8FM,electro,Lights & Music,Cut Copy,0.543,0.939,"[0.543, 0.939]",0.45111085112198307
6iBzUjscIAeQ2vKV67UuZM,electro,EDM Death Machine,Knife Party,0.301,0.95,"[0.301, 0.95]",0.5169796901233161
6lIM02Waqq76IsZUnK2Lih,electro,Ghosts ‘n’ Stuff - NERO Remix,deadmau5,0.0589,0.523,"[0.0589, 0.523]",0.4753901660741417
0hO542doVbfGDAGQULMORT,electro,Silent Shout,The Knife,0.388,0.701,"[0.388, 0.701]",0.25767033201360223
5e6ltkEapmCbst7fwncdSI,electro,Imprint of Pleasure - Original Mix,Tube & Berger,0.499,0.615,"[0.499, 0.615]",0.13147243057006286
2g136494iEXB1GGPakAFzx,electro,Pressure - Alesso Remix,Nadia Ali,0.357,0.795,"[0.357, 0.795]",0.35387144558440997
043bfUkTydw0xJ5JjOT91w,electro,Don't You Worry Child,Swedish House Mafia,0.338,0.88,"[0.338, 0.88]",0.437823023606571
6tC2iHfUlzB2W4ntXXL2BH,electro,Propane Nightmares,Pendulum,0.215,0.966,"[0.215, 0.966]",0.5741149710641589
0Dxi7iWtxgQPsz5JQoJjd8,electro,Garden,Totally Enormous Extinct Dinosaurs,0.659,0.56,"[0.659, 0.56]",0.14512063946937392
43DnalVz4tL1pR1GWCpfCj,electro,Delorean Dynamite,Todd Terje,0.237,0.858,"[0.237, 0.858]",0.47383119357003084
1RhK8kEjB5lUYARdK7truS,electro,Phat Brahms (Steve Aoki & Angger Dimas vs. Dimitri Vegas & Like Mike) [Radio Edit],Various Artists,0.43,0.946,"[0.43, 0.946]",0.4694390269246902
3zf852pgVUpYqQD1FTLa69,electro,Booyah (feat. We Are Loud & Sonny Wilson) - Original Mix,Showtek,0.499,0.953,"[0.499, 0.953]",0.4662413538072314
03EuhmMsEHVFI9ytainStU,electro,I Can't Stop,Flux Pavilion,0.205,0.775,"[0.205, 0.775]",0.4358359783221207
6LuHcIZmMG5LU2hiqxscNb,electro,#thatPOWER,will.i.am,0.398,0.604,"[0.398, 0.604]",0.17799157283422157
0u2AIKDVafHwCFQ9LDnqxH,electro,Centipede,Knife Party,0.0628,0.951,"[0.0628, 0.951]",0.6598916880822185
0UPsdEgJx6ypkfFUxD3ZHh,electro,Don't Move,Phantogram,0.482,0.642,"[0.482, 0.642]",0.162225152180542
1n633WUCp9jOwrgaJBACxO,electro,Libella Swing,Parov Stelar,0.537,0.737,"[0.537, 0.737]",0.2490321264415497
7eXESEtK5e9gDz7jLyOVDb,electro,Right Thing to Do,SBTRKT,0.516,0.683,"[0.516, 0.683]",0.19573962296888187
0lEwO2YMAAMS9yA7mRm2Qj,electro,Skrillex Orchestral Suite by Varien - Bonus Track Version,Skrillex,0.0673,0.479,"[0.0673, 0.479]",0.46578695773926515
2r1UPlz2mx5zG4u2MNL6BS,electro,Buzzin',OVERWERK,0.369,0.866,"[0.369, 0.866]",0.41204368700418165
0kk91i9mALCx4joZGk4nHT,electro,Fifteen - Hardwell Edit,Blasterjaxx,0.137,0.819,"[0.137, 0.819]",0.5161172347442003
3yitiXJG14YtXXPFVoNvb1,electro,I Remember,deadmau5,0.59,0.679,"[0.59, 0.679]",0.19932385707686878
7Mw1svSngAwEaKFDjgxdiT,electro,One Click Headshot - Original Mix,Feed Me,0.504,0.91,"[0.504, 0.91]",0.42299527184118746
2RS9TJTiHvg0guy8hSmiAF,electro,"The Island - Steve Angello, AN21, Max Vangeli Remix",Pendulum,0.114,0.825,"[0.114, 0.825]",0.5377080992508854
7HsBPZz9DNjSoknVFsOwAh,electro,Bootie in Your Face - No Rock Drop,Deorro,0.407,0.938,"[0.407, 0.938]",0.46730717948689804
2Z5E6zwhYhjnpEB1LnoNSj,electro,Subtil,Joris Delacroix,0.322,0.687,"[0.322, 0.687]",0.2900379285541807
5KTZsi6HKh2laUVsgaU3ag,electro,The Beat,C2C,0.624,0.778,"[0.624, 0.778]",0.30394242875913197
3IBMJLY5uN014W1hTzdTRl,electro,Breakn' a Sweat - Zedd Remix,Skrillex,0.416,0.952,"[0.416, 0.952]",0.47852377161432635
07FCO89K4Wz5dgNKNht2F8,electro,Dear New York - Original Mix,Firebeatz,0.318,0.978,"[0.318, 0.978]",0.5350934497823722
1EpqOqXfsQ2LDZf5E1tZdy,electro,Kids - Soulwax Mix,MGMT,0.291,0.857,"[0.291, 0.857]",0.4412765572744603
1G01569Zj7IzOvLf5vaCvQ,electro,Beatophone,Caravan Palace,0.967,0.905,"[0.967, 0.905]",0.6018679257112809
1iXBApi39l5r6lJj9WEXXS,electro,Hideaway,Kiesza,0.178,0.601,"[0.178, 0.601]",0.37255066769501305
0DbhBvuZpoFRR44KQimNvU,electro,Netzwerk (Falls Like Rain),Klangkarussell,0.255,0.756,"[0.255, 0.756]",0.38614505046679026
3e9iivPr1NZ0ivSGgTdvn4,electro,Atmosphere,Kaskade,0.393,0.77,"[0.393, 0.77]",0.314839641722576
4Cpc7CmH1AiiJldPkgktF4,electro,Chambermaid Swing,DJ Ravin,0.598,0.561,"[0.598, 0.561]",0.09774456506629922
3FUZpoj9VV0sgc8RqbS3xQ,electro,Kyoto (feat. Sirah),Skrillex,0.219,0.92,"[0.219, 0.92]",0.534059921731635
6i7fGIyktBDlEe4PlpiU0Q,electro,Lunar,David Guetta,0.275,0.804,"[0.275, 0.804]",0.40794607486774526
1iNeZGJsoC0D7ZyJTdIbDS,electro,Technologic,Daft Punk,0.633,0.516,"[0.633, 0.516]",0.10384603988597733
6tK8bfd7Uv1s6iJriJRrmt,electro,One Trick Pony,deadmau5,0.0946,0.675,"[0.0946, 0.675]",0.47661678526883633
2e86rWJ3MYq3ODkW5ocyr6,electro,Turn It Up - Original Mix,Dimitri Vegas & Like Mike,0.359,0.809,"[0.359, 0.809]",0.3651260056473656
1kDqntrhTIOeFyuQAJfTs0,electro,Serenity,Popof,0.0611,0.874,"[0.0611, 0.874]",0.6096602414460042
5W9OWL9fs1FnTVuVJpjOV4,electro,Decisions,Borgore,0.558,0.911,"[0.558, 0.911]",0.42373812667731475
4MVj6sUr4CxpdlklYrvtxU,electro,Somebody That I Used To Know - Tiësto Remix,Gotye,0.408,0.637,"[0.408, 0.637]",0.19448907424325929
64zjna5dIuO7s9FCDXQMmI,electro,Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,0.779,0.607,"[0.779, 0.607]",0.27327092783536266
2bRXehD283NioREYxlohc4,electro,Lights - Single Version,Ellie Goulding,0.78,0.795,"[0.78, 0.795]",0.39402791779263563
6DNWLpWP33zqnR7rpMkzh1,electro,Encoded - Original Mix,Hardwell,0.187,0.938,"[0.187, 0.938]",0.5676407314490389
5vQIaNoKsT4xkG1j2KFBFs,electro,Gold Skies,Martin Garrix,0.209,0.815,"[0.209, 0.815]",0.46033140236138576
5bgYTzUDzerRFN7fp86MkQ,electro,Night by Night,Chromeo,0.573,0.896,"[0.573, 0.896]",0.40995609521020665
58stjpV04lJKmPgc2vxm6J,electro,Love Is All I Got,Feed Me,0.407,0.776,"[0.407, 0.776]",0.3143564855383137
1CcS1yrulOFPXYk7NVKAm2,electronic,Flashback,Calvin Harris,0.158,0.95,"[0.158, 0.95]",0.5950369736411343
1p9jcxaGI4jxas9w4LRKwN,electronic,Gettin' Over You (feat. Fergie & LMFAO),David Guetta,0.513,0.87,"[0.513, 0.87]",0.3825232019106815
3Gwq0zKnMWluOEPKh93BeC,electronic,Lost At Sea,Zedd,0.305,0.796,"[0.305, 0.796]",0.3832075155839197
66WcaWVGRFmpx0euxmw9yM,electronic,Flight,Various Artists,0.217,0.755,"[0.217, 0.755]",0.41369674883905005
5Muk08hnvAKtf0MDHqIq5j,electronic,Hold On - Sub Focus Remix,Various Artists,0.0393,0.931,"[0.0393, 0.931]",0.6633164327830271
3aCKAkMx3yfaj3AO5Gz47e,electronic,Human After All,Daft Punk,0.802,0.725,"[0.802, 0.725]",0.35851080876313896
3Uf2bjapELrAhKFvb8WHDs,electronic,Inspector Norse,Todd Terje,0.89,0.781,"[0.89, 0.781]",0.4618419643124691
3ohtdhp3qCMijxIX63wwom,electronic,Horsepower,Justice,0.211,0.876,"[0.211, 0.876]",0.5042102735962448
1R4Wur1quddtGH2SN1cWQM,electronic,Remind Me - Radio Edit,Röyksopp,0.909,0.518,"[0.909, 0.518]",0.37719490982779713
5rawOFFNlJY9YEja7Q91Se,electronic,Labyrinth,Zomby,0.417,0.981,"[0.417, 0.981]",0.5064632267006164
6Fiji9P0HVLQm6u36PHvY8,electronic,This Boys In Love,The Presets,0.92,0.966,"[0.92, 0.966]",0.6150227638063489
4Yr5qe66FardIDoGVSy6dU,electronic,Sinnerman - Felix Da Housecat's Heavenly House Mix,Various Artists,0.58,0.76,"[0.58, 0.76]",0.2760307953834137
4WbNyQy4wVdfopMrApBWQA,electronic,HyperParadise - Flume Remix,Hermitude,0.312,0.827,"[0.312, 0.827]",0.404675178383849
7KMrLon5RiiasKX5tbp4P7,electronic,Ordinary Things,Rupert Taylor,0.277,0.875,"[0.277, 0.875]",0.46400969817451015
5A9Oxz9UbR950jjk9XxjAF,electronic,The Salmon Dance,The Chemical Brothers,0.721,0.732,"[0.721, 0.732]",0.30802597293085526
3h5u2OgpBHKuoCxR7EwDft,electronic,Tomorrow,Future Islands,0.291,0.451,"[0.291, 0.451]",0.24481217289996024
2ZyXqOSe9F7sXQdzPhV1jz,electronic,Cinema (feat. Gary Go) - Radio Edit,Benny Benassi,0.424,0.841,"[0.424, 0.841]",0.3694455304913026
5yrHZWuyrOrc4iWnDevono,electronic,After Light,Rustie,0.115,0.695,"[0.115, 0.695]",0.4664472103035884
2bNrvWD9d5Zn9tS8XvcaMk,electronic,I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,Avicii,0.638,0.79,"[0.638, 0.79]",0.31973270086120376
0RfpwHPDc4XChkuwsb9Hhu,electronic,Mammoth - Original Mix,Various Artists,0.471,0.85,"[0.471, 0.85]",0.3672710170977285
3vYg8WcDdRyiHfOpfjqlTa,electronic,"Overture - From ""TRON: Legacy""/Score",Daft Punk,0.0378,0.0818,"[0.0378, 0.0818]",0.640485347217249
0ZJowYahILUmpYYW5eFto4,electronic,Despicable Dogs,Small Black,0.177,0.484,"[0.177, 0.484]",0.3560224712009061
2uM8EuKY4FjY8n2JcENJfM,electronic,Superliminal,deadmau5,0.0365,0.617,"[0.0365, 0.617]",0.5129846488931223
6lUY6MoqGgPnA27PHYxem5,electronic,Bulletproof,La Roux,0.682,0.882,"[0.682, 0.882]",0.4212327147788975
1xPec5BN0Zxv77zrWKq43S,electronic,"The Son of Flynn - From ""TRON: Legacy""/Score",Daft Punk,0.0222,0.775,"[0.0222, 0.775]",0.5859058286107077
2xwedMsRwKEtLos3oN5pt9,electronic,Reunion,M83,0.315,0.82,"[0.315, 0.82]",0.39717502439101077
0UB1ORB5L02Yb4PtXgLDj1,electronic,Alive,Empire of the Sun,0.432,0.885,"[0.432, 0.885]",0.4096461888019954
3BBiaTLrwRlSkozCTFtrsT,electronic,Psychedelic Stereo,MiM0SA,0.153,0.484,"[0.153, 0.484]",0.38002105204843584
2VGDntFPvgvqSiUf9ITEfW,electronic,Someone Great,LCD Soundsystem,0.396,0.894,"[0.396, 0.894]",0.4284915401731988
2hSPUp0RfF1j0pTWGpGADL,electronic,Scary Monsters and Nice Sprites - Noisia Remix,Skrillex,0.639,0.871,"[0.639, 0.871]",0.39739778560027234
1UF1dQ8vhfDRMahFZ8Kq4a,electronic,Fade Into Darkness - Vocal Club Mix,Avicii,0.602,0.848,"[0.602, 0.848]",0.36655286112646834
497Esk1nymXGA5frxyD5y9,electronic,Tiffany Lou,Daughn Gibson,0.127,0.482,"[0.127, 0.482]",0.40604433255495637
0eOgbi40pXRDCFl5ajDHYA,electronic,Some Slip,Gaiser,0.599,0.781,"[0.599, 0.781]",0.300341472327749
7Cg3F9ZsZ2TYUnlza49NYh,electronic,Kong,Bonobo,0.674,0.749,"[0.674, 0.749]",0.29665131046398563
4HMsMPCRJ0RRtmVNiR20z2,electronic,Courtship Dating,Crystal Castles,0.708,0.575,"[0.708, 0.575]",0.19543285291884774
78H72MElkOY9cRnaudxZFY,electronic,Fresh,Daft Punk,0.174,0.952,"[0.174, 0.952]",0.5866660037875042
2ZeTpxUpIHDdrRZdD8Vlh9,electronic,Rage Valley,Knife Party,0.226,0.962,"[0.226, 0.962]",0.5647344508704955
60fcVaTITPnqAuwZknDATc,electronic,Little Cat Steps - Original Mix,Feed Me,0.0449,0.797,"[0.0449, 0.797]",0.5776872943037609
0HadrlP2mwJidGF3pyBX4H,electronic,Alive,Daft Punk,0.0748,0.716,"[0.0748, 0.716]",0.5117921843873742
766RKRQ1ZJjmdBQ9y54HKj,electronic,Animals - Original Mix,Martin Garrix,0.0376,0.866,"[0.0376, 0.866]",0.6231413643789024
4O9Ok6eBG3F3Uzyz58e6Vm,electronic,City of Light,Clubfeet,0.495,0.891,"[0.495, 0.891]",0.40478759862426617
7Bxv0WL7UC6WwQpk9TzdMJ,electronic,Within,Daft Punk,0.0676,0.297,"[0.0676, 0.297]",0.50306874281752
0d28khcov6AiegSCpG5TuT,electronic,Feel Good Inc.,Gorillaz,0.772,0.705,"[0.772, 0.705]",0.32281573691503945
71TRj7csXcdTfcx9UclMdb,electronic,Time To Realize,Lemaitre,0.557,0.702,"[0.557, 0.702]",0.21534158910902462
1cTcqwGeTBydRr1Jq131QQ,electronic,Out Of Space,The Prodigy,0.626,0.871,"[0.626, 0.871]",0.3941294203684876
4IWLawtdMznqdOnbOR9cWW,electronic,Legacy - Radio Edit,Nicky Romero,0.219,0.706,"[0.219, 0.706]",0.382256458415028
3Ons6C3wXBMi8nYpLBMlVe,electronic,Burnin' / Too Long,Daft Punk,0.35,0.793,"[0.35, 0.793]",0.3556880655855634
06l5Tf3jswkIljwnrje7Yo,electronic,Fire (feat. Chase Royal),Maria Minerva,0.473,0.651,"[0.473, 0.651]",0.1736922565919391
2cGxRwrMyEAp8dEbuZaVv6,electronic,Instant Crush (feat. Julian Casablancas),Daft Punk,0.518,0.585,"[0.518, 0.585]",0.09815294188153505
5pn8UtwJ4udgSPxOQmLjMI,electronic,NE1BUTU,Scuba,0.107,0.976,"[0.107, 0.976]",0.6477808271321405
34NNeV9jfgNgaALgUr0u9V,electronic,Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,0.147,0.849,"[0.147, 0.849]",0.5285044938314148
5WFq6kyeSI1LbwZ1nzMeTA,electronic,Hang It Up,The Ting Tings,0.812,0.874,"[0.812, 0.874]",0.47627408075602856
6RaDGB3rRKUmiGfl6VNQJH,electronic,Nandaya [Mix Cut] - Original Mix,Various Artists,0.583,0.935,"[0.583, 0.935]",0.4497877277116396
7wL42r11vcEhohThbDVz7Y,electronic,Unluck,James Blake,0.217,0.483,"[0.217, 0.483]",0.3160395544864599
0fFHjnqpSpV8XuWyCKf6XU,electronic,Silvia - Robotberget Remix,Miike Snow,0.0374,0.892,"[0.0374, 0.892]",0.639402345945024
2A7ZZ1tjaluKYMlT3ItSfN,electronic,Witchcraft,Pendulum,0.218,0.969,"[0.218, 0.969]",0.5749660859563807
0Js9hB2I66nJliPIJxzn2R,electronic,Higher Ground,TNGHT,0.526,0.761,"[0.526, 0.761]",0.27308972884383625
3FRN77vZs7lsEnaUP3reDO,electronic,Wait,Airhead,0.181,0.476,"[0.181, 0.476]",0.35220448605888033
3ZbmDl4M9O587VmD9IqyIj,electronic,The Alphabeat,Various Artists,0.147,0.809,"[0.147, 0.809]",0.502032867449931
3H3cOQ6LBLSvmcaV7QkZEu,electronic,Aerodynamic,Daft Punk,0.135,0.911,"[0.135, 0.911]",0.5808037534313979
1kUmkp42FTNSl5bZmjj5Xq,electronic,I'm a Mess,Body Language,0.772,0.592,"[0.772, 0.592]",0.26064727123068065
666elemQTQGi8xbjAAdIgB,electronic,Waiting All Night (feat. Ella Eyre),Rudimental,0.281,0.728,"[0.281, 0.728]",0.34800000000000003
4cDzTh5UFJyUrVbBhvYpXM,electronic,Mountain,Gold Panda,0.104,0.734,"[0.104, 0.734]",0.4945270467830855
